title,text,subject,date
"Fight over Alaska Arctic drilling has just begun, opponents vow","WASHINGTON (Reuters) - Senator Lisa Murkowski, an Alaska Republican, won a decades-long battle on Wednesday to open part of an Arctic wildlife reserve in her state to oil and gas drilling, but Democratic senators and conservationists vow the war has only begun.  The tax bill passed by Congress contains language pushed by Murkowski and supported by President Donald Trump to hold two lease sales in the 1.5 million-acre (600,000-hectare) 1002 area on the northern coastal plain of the Arctic National Wildlife Refuge, or ANWR.  Democrats and environmentalists deplore the prospect of development in ANWR, home to polar and grizzly bears, 200 species of birds, and where Gwich’in natives depend on migrating herds of porcupine caribou.  Senator Maria Cantwell, a Democrat, said the fight over the drilling was not over. “In fact I would say today is the beginning,” said Cantwell adding that Democrats would make sure the Trump administration follows all environmental laws before allowing drilling. Murkowski said ANWR oil would provide jobs, reduce U.S. imports of crude and help fill the Trans-Alaska Pipeline, a source of oil for the U.S. West Coast. The pipeline is now operating at a quarter of its capacity, after Alaskan production slumped in recent years.  Trump, expected to quickly sign the tax bill into law, said he had not been aware that fellow Republican politicians had long been trying to get at the oil in ANWR.  “A friend of mine who is in the oil business said: ‘I can’t believe it. ANWR. They’ve been trying get it for 40 years,’” Trump said at the start of a Cabinet meeting. Trump said opening ANWR, a move supported by some members of the native Iñupiat tribe, would put the country, already the world’s top oil and natural gas producer, at a new level. But environmentalists said there were many stages, such as applications by companies to conduct seismic tests in the refuge, at which they could block drillers with lawsuits over endangered species and other environmental laws.  Suzanne Bostrom, a lawyer at Trustees for Alaska, a nonprofit environmental law firm, said opponents would scrutinize applications by energy companies for exploration, development, leasing and oil and gas production. “We will be working every step of the way to make sure that the coastal plain is protected,” said Bostrom. The Interior Department will carry out environmental reviews of the lease sales, one to be held within four years and another within seven years, that opponents will track.  Environmental lawyers have had success in stopping drilling in the harsh and frigid Arctic. In 2015, Royal Dutch Shell ended a $7 billion quest to find oil offshore Alaska partly because environmental groups uncovered a little-known law that limited the number of drilling wells. Analysts at British bank Barclays said environmentalists could delay the lease sales and project approvals and “may discourage investment” entirely. Still, the bank said if new surveys show promising ANWR deposits, the region could attract producers that drill in frontier regions in Latin America and the Middle East. Senator Edward Markey, a longtime opponent of Arctic drilling, said the Republican tactic of including the drilling in a bill that only needed 50 votes in the Senate could backfire and help Democrats pick up seats in the 2018 congressional elections. Nobody knows how much oil the refuge contains, but the U.S. Geological Survey estimated in 1998 that the 1002 area held about 10.4 billion barrels of recoverable crude.  But a global oil glut that has kept domestic oil prices at levels below $60 a barrel may prevent wide success in ANWR. In a lease sale this month for land in Arctic Alaska, less than 1 percent of the 10.3 million acres (4.2 million hectares) received bids from oil companies.  ",politicsNews,"December 20, 2017 "
Senator Cornyn trying to get Big Corn behind U.S. biofuels reform,"(Reuters) - Senator John Cornyn, the No. 2 Senate Republican, is trying to win support from the Midwest corn lobby for a broad legislative overhaul of the nation’s biofuels policy, according to sources familiar with the matter. The effort comes as President Donald Trump’s White House mediates talks between the rival oil and corn industries over the Renewable Fuel Standard, which requires oil refiners to blend increasing amounts of corn-based ethanol and other biofuels in the nation’s fuel supply every year. Oil refiners say the regulation costs them hundreds of millions of dollars a year and is threatening to put a handful of the nation’s refineries out of business. Ethanol interests have so far refused to budge on proposals to change it. Cornyn “is working hard to unify all stakeholders in a consensus effort to reform the Renewable Fuel Standard,” an aide to the senator told Reuters. The aide, who asked not to be named, did not provide details. Cornyn, of Texas, the U.S. state that is home to the most oil refineries, is part of the Senate’s leadership team, responsible for securing the votes needed to pass the Republican party’s legislative agenda. Two lobbyists for the oil refining industry said Cornyn was having some success cobbling together a coalition of lawmakers and stakeholders around a potential RFS reform bill that could be dropped early next year. However, similar efforts to unify these rival factions have fallen flat in the past. Any such effort would need the buy-in of legislative backers of the ethanol industry, like Republican Senators Chuck Grassley and Joni Ernst of Iowa, the top-producing state for corn. Officials for the senators did not respond to repeated requests for comment. Both Grassley and Ernst have previously repeatedly expressed their intention to defend the RFS in its current form. The White House has been hosting negotiations between both sides of the issue over short-term remedies that can provide relief to refiners struggling with the existing regulation. The refining industry says compliance now costs it hundreds of millions of dollars a year, and threatens to put some refineries out of business. Refineries that do not have adequate facilities to blend ethanol into their gasoline must purchase blending credits, called RINS, from rivals that do. RIN prices have risen in recent years as the amount of biofuels required under the RFS has increased. Refineries that buy RINs include Philadelphia Energy Solutions and Monroe Energy, both of Pennsylvania, and Valero Energy Corp of Texas. Valero said RINs cost it around $750 million last year, though there are competing arguments over whether refiners pass along those costs. Senator Ted Cruz, also of Texas, last week sent a proposal to the White House to cap the price of RINs at 10 cents each, a fraction of the current price. The proposal was widely rejected by the ethanol industry. The ethanol industry has said in the past that placing caps on the credits was a non-starter, and has instead argued for policies to increase volumes of ethanol in the U.S gasoline supply. The industry claims this would boost supplies of the credits, lowering their prices. Prices of renewable fuel credits have fallen in recent weeks on reports of the discussions in Washington. The price hit 68 cents on Wednesday, nearing a seven-month low, according to traders and Oil Price Information Services. The White House has not yet commented on Cruz’s proposal. The RFS was introduced by former President George W. Bush as a way to boost U.S. agriculture, slash energy imports and cut emissions. It has since fostered a market for ethanol amounting to 15 billion gallons a year. The refining industry has pressed the Trump administration repeatedly to adopt reforms that would lower the credit costs or otherwise ease the burden on refineries, but the ethanol industry has successfully defeated those efforts so far. ",politicsNews,"December 20, 2017 "
"In Georgia, battle of the 'Staceys' tests Democrats' future","ATLANTA (Reuters) - The two Democratic candidates running for governor in Georgia are both lawyers and former state legislators. Both are women, and on many policy issues it’s hard to tell them apart. Both even share the same first name - Stacey. But they sharply disagree on the path to victory.    Stacey Abrams, 44, wants to become the first African American female governor in the United States by mobilizing solidly Democratic black voters, who vote sporadically in elections, to form a winning coalition with white liberals. Stacey Evans, 39, thinks the math does not add up without also appealing to white moderates, many of them outside urban areas, who voted for President Donald Trump last November. She is highlighting her crossover appeal as a white suburban mother with country roots. Their divergent strategies mirror a wider debate within the Democratic Party that has grown louder after strong turnout by minority voters helped to power recent Democratic victories in Alabama and Virginia. As the party prepares for the 2018 congressional elections, there is disagreement over which voters to spend more time and money on - minority voters who are a fast-growing share of the electorate but do not reliably cast ballots, or blue-collar and suburban whites who swing between parties. (Graphic: tmsnrt.rs/2yYkcHV) Reuters interviews with liberal activist groups, some donors and an examination of campaign finance records show that many on the left are betting on Abrams’ strategy as the best shot at turning a Republican state.  Underscoring the stakes in Georgia is the unusual attention from national groups seeking to push the party farther left. Their level of early support for Abrams is largely unparalleled among other 2018 gubernatorial and many congressional races. A dozen liberal groups have already thrown support behind Abrams, according to a Reuters tally, even though the Democratic primary, or nominating contest, is still months away. The breadth of that support has been little reported. Abrams, who rouses audiences to near religious fervor describing her struggles growing up poor and black in the South, argues that Democrats have wasted resources on swing voters.  “We have left too many voters untouched,” she said in an interview, noting that she refuses to tone down her support for abortion, gay rights and labor unions to appeal to Republican-leaning voters.  Her opponent does not discount the importance of black voters and also embraces liberal views. But “you are going to have to persuade some moderate Republicans to vote for you, if you are going to win in Georgia,” said Evans, who tears up before crowds when she recounts a childhood spent moving from one rural trailer home to another. After losing the White House last year, the Democratic Party found itself powerless in Washington. Some in the party faulted their presidential nominee, Hillary Clinton, for her lack of outreach to minority voters in key states. Others blamed her inability to connect with working class white voters who were once Democratic. Minorities supported the Democratic ticket by wide margins in 2016, but turnout was flat among Hispanics and sharply lower among African Americans, according to the Pew Research Center. Only half of Georgia’s black voters cast ballots in 2016, compared to more than two-thirds of whites, a Reuters review of state records showed. The Democratic National Committee said the recent wins in Alabama and Virginia “show that Democrats are a force to be reckoned with when we invest early in the communities that represent who we are as a Party.”  Jennifer Duffy, a political analyst at the nonpartisan Cook Political Report, said boosting Democratic turnout could work as a strategy. But she urged caution - focusing too narrowly on specific demographic groups risks alienating moderate Democrats. And swing voters, especially in suburban areas, also played a role in the recent Democratic victories, she noted. University of Georgia political science professor Charles Bullock agreed the numbers are there if Democrats do not lose more white voters.     At the Abrams campaign headquarters, a poster titled “How We Win” points out that Democrats in Georgia have lost recent elections by some 200,000 votes. More than 1 million black voters did not cast ballots during the last governor’s race in 2014, state data shows.      “They don’t vote because we don’t ask, and this is a campaign that is going to keep asking,” Abrams said, speaking  on a recent evening to an audience of three dozen volunteers.     Abrams, a tax attorney and romance novelist who led Democrats in the state legislature, said her campaign has already reached out to more than 300,000 voters with door knocks, phone calls and text messages.      She hosted summer events with music and barbecue in a dozen smaller cities - places like Macon, a predominately African American community, and tiny Dalton in the rural northern state.      National liberal activists are lining up endorsements, money and manpower behind Abrams, who is seen as starting with an advantage in a Democratic primary dominated by black voters. Democracy for America, MoveOn Political Action and the Working Families Party call her campaign a model of how to engage the nation’s increasingly diverse electorate.      “Politics is changing in America, and Abrams’ path to victory reflects the changing demographics and enthusiasm,” said Dan Cantor, national chairman of the Working Families Party.      MoveOn, whose recent endorsement of Abrams marked its first in a 2018 governor’s race, said it would mobilize its 125,000 Georgia members as volunteers for her campaign.      Democracy for America is similarly engaging nearly 35,000 members in the state. Officials said the group has already raised nearly $25,000 for Abrams, an unusually high sum for an election still a year away.  A group called PowerPac is organizing a $10 million get-out-the-vote effort with plans to hire people to contact minority voters and use targeted radio, phone and digital campaigns.      Individual donors from outside Georgia have contributed more than half of the $470,000 in larger donations that Abrams has reported, according to a Reuters analysis of campaign finance records. Billionaire George Soros, one of the Democratic Party’s biggest financial backers, and two sons donated $21,000 each.     By contrast, Evans is not receiving many donations from outside of Georgia, nor national endorsements. Her campaign is focused on restoring cuts to a state college scholarship called HOPE. Most of her money has come from in-state donors, who have fueled almost all of her reported $390,000 in major donations.     She has support from Georgia’s last Democratic governor, as well as a big-name Democratic strategist, Paul Begala, who worked for the governor who created the scholarship.      The Georgia contest reflects divisions between those who want to broaden the Democratic electorate by bringing back voters who have shifted away, and those who want to drill deeper into the party’s base to increase turnout, said Begala, calling it “an utterly false choice.” “It is like a football team saying, ‘Do you play offense, or defense?’” Begala said. “You have to do both.”      At a recent barbecue luncheon in Athens, Evans pointed out that she outperformed Clinton last year in her district by 12 percentage points, picking up moderate voters.     “You can win in areas where you might not think you are going to have support, if you show up and talk to people,” she told lawyers lunching on pulled pork served on paper placemats.     Evans is not knocking on voters’ doors just yet. But she is traveling the state talking to local Democratic organizations and African-American churches.         Lukis Newborn, an undecided rural voter, recently heard Abrams speak in a suburban Atlanta sports bar. He found her exciting. But he also connects with Evans, having been raised in a household where dinner was rice and beans or peanut butter and jelly. “Both are a part of me,” said Newborn, 26, from Paulding County. “It’s an internal struggle of a Georgia Democrat like no other.”     ",politicsNews,"December 20, 2017 "
Democrat wins by one vote in Virginia legislative election recount," (Corrects spelling of Virginia House of Delegates member David Yancey throughout in this Dec. 19 story.) By Sharon Bernstein (Reuters) - Virginia Democrat Shelly Simonds won a seat in the House of Delegates by one vote, changing the power balance in the state legislature and extending a tide of Democratic victories beginning with November’s capture of the governorship and several legislative seats. Simonds beat incumbent David Yancey in a recount held Tuesday, both parties said in statements released after the unofficial vote recount was completed by officials in Newport News. “Never, ever forget how very much your vote counts,” House of Delegates member David Toscano said on Twitter, one of many Democrats rejoicing that a single vote handed them the seat. “I want to thank the voters who came out on Nov. 7,” Simonds said in a news release. “It wouldn’t have happened without their participation.” Republican leaders in the House of Delegates welcomed Simonds and thanked Yancey for his service, but the chairman of the state party vowed to fight on. “Today, our opponents carried the day,” Republican Party of Virginia Chairman John Whitbeck said in a statement emailed to Reuters. “Tomorrow, we begin again.” Simonds’ election, which still must be affirmed by a panel of three judges, means that the 100-member House of Delegates will have an equal number of Democrats and Republicans.  That could lead to more moderate policies by forcing the parties to share power. Before the Nov. 7 general election, Republicans held 66 seats to Democrats’ 34, along with a majority in the state senate, according to the election information website Ballotpedia. The GOP still holds a slim margin in the senate. Also on Nov. 7, the state elected Democrat Ralph Northam in a bitter race for governor, dealing a setback to President Donald Trump with a decisive victory over a Republican who had adopted some of the president’s combative tactics and issues. Democrats also picked up a hotly contested Senate seat in Alabama this month, after Democrat Doug Jones narrowly defeated Republican Roy Moore in a special election to replace former Senator Jeff Sessions, now President Trump’s Attorney General. Democratic Party activists hope their candidates can ride to victories in the 2018 Congressional elections on a wave of voter disenchantment with Trump and his Republicans.  Four legislative races, including the Simonds-Yancey battle in the 94th District, were slated for recounts. Going into the 94th District recount, Yancey was ahead by just 10 votes. On Tuesday, that changed, and Simonds clinched with a margin of one. ",politicsNews,"December 19, 2017 "
FBI deputy director to sit for closed interview with House panels,"WASHINGTON (Reuters) - The FBI’S deputy director, Andrew McCabe, will appear for a closed-door interview on Thursday with two key U.S. congressional committees, after Republicans asked him to discuss the bureau’s handling of its Hillary Clinton email probe. The Justice Department confirmed in a letter on Wednesday to the chairmen of the House of Representatives Judiciary and Oversight committees that McCabe will sit for a transcribed interview, but said McCabe will not be permitted to discuss anything related to Special Counsel Robert Mueller’s investigation into Russian meddling in the 2016 presidential election. It said the interview must be conducted in a classified setting and that the transcript should not be publicly released. The Federal Bureau of Investigation is part of the Justice Department. The Republican-led House Judiciary and Oversight committees announced in October they were launching fresh probes into a number of long-standing political grievances, including concerns over the FBI’s handling of the investigation of Clinton’s use of a private email server when she was secretary of state. Republicans have said they want to get to the bottom of why former FBI Director James Comey, who was fired by President Donald Trump, publicly discussed the Clinton investigation and announced that the bureau would not seek to bring charges. Comey also publicly revealed, just 11 days before the 2016 presidential election, that he was reopening the matter after the FBI discovered a new batch of Clinton emails. The case was closed shortly after the emails were reviewed, and no new information was uncovered. Critics say the Republicans’ focus on Clinton is merely a tactic to distract from Mueller’s investigation and whether members of Trump’s campaign colluded with Russia. Since the new Clinton probe was announced, Republicans have also turned up the pressure on Mueller and attacked the FBI’s integrity, after anti-Trump text messages surfaced between two FBI employees who worked on Mueller’s team. One of the employees, agent Peter Strzok, was reassigned after the texts were discovered. The other, FBI lawyer Lisa Page, completed her temporary 45-day detail assignment with Mueller in mid-July.  Republican have also asked the Justice Department to make Page, who works in the FBI’s general counsel’s office, available for interviews. Trump has openly attacked the FBI, saying its reputation is in “tatters.” Russia has denied meddling in the election, and Trump has said there was no collusion. ",politicsNews,"December 20, 2017 "
White House expects Congress to waive spending cuts triggered by tax overhaul,"WASHINGTON (Reuters) - The White House expects the U.S. Congress to soon waive a rule known as “Paygo” that could trigger deep spending cuts in areas such as Medicare and agriculture in order to cover the costs of the recently passed tax overhaul, a White House official said on Wednesday.  Congress will likely waive the rule, which requires the Senate to find offsets for the large tax cuts in the bill, through the spending resolution it must soon pass in order to keep the government open, the official added. The official said the Internal Revenue Service, the country’s tax agency, can immediately begin implementing changes called for in the $1.5 trillion overhaul of the U.S. tax code and does not need to wait for President Donald Trump to sign the bill into law. ",politicsNews,"December 20, 2017 "
Trump on Twitter (Dec 20) - Tax Bill,"The following statements were posted to the verified Twitter accounts of U.S. President Donald Trump, @realDonaldTrump and @POTUS.  The opinions expressed are his own. Reuters has not edited the statements or confirmed their accuracy.  @realDonaldTrump : - The United States Senate just passed the biggest in history Tax Cut and Reform Bill. Terrible Individual Mandate (ObamaCare)Repealed. Goes to the House tomorrow morning for final vote. If approved, there will be a News Conference at The White House at approximately 1:00 P.M. [0109 EST] - The Tax Cuts are so large and so meaningful, and yet the Fake News is working overtime to follow the lead of their friends, the defeated Dems, and only demean. This is truly a case where the results will speak for themselves, starting very soon. Jobs, Jobs, Jobs! [0932 EST] - I would like to congratulate @SenateMajLdr on having done a fantastic job both strategically & politically on the passing in the Senate of the MASSIVE TAX CUT & Reform Bill. I could have not asked for a better or more talented partner. Our team will go onto many more VICTORIES! [1139 EST] - Together, we are MAKING AMERICA GREAT AGAIN! [1230 EST] - We are delivering HISTORIC TAX RELIEF for the American people! #TaxCutsandJobsAct  [1309 EST] -- Source link: (bit.ly/2jBh4LU) (bit.ly/2jpEXYR) ",politicsNews,"December 20, 2017 "
What's in the final Republican tax bill,"(Reuters) - The U.S. House of Representatives gave final approval on Wednesday to a sweeping, debt-financed tax bill in a midday vote. It now will go to President Donald Trump to sign into law, although the timing of that was unclear. The Senate approved the bill early on Wednesday. Here are the key parts of the bill, representing the biggest overhaul of the U.S. tax code in more than 30 years. CORPORATE TAX RATE: Cuts corporate income tax rate permanently to 21 percent from 35 percent, as of Jan. 1, 2018. PASS-THROUGHS: Creates a 20 percent deduction for the first $315,000 of qualified business income for joint filers of pass-through businesses such as partnerships and sole proprietorships. For income above that threshold, the legislation phases in limits, producing an effective marginal tax rate of no more than 29.6 percent.   CORPORATE ALTERNATIVE MINIMUM TAX: Repeals the 20 percent corporate alternative minimum tax, set up to ensure profitable corporations pay at least some tax. TERRITORIAL SYSTEM: Exempts U.S. corporations from U.S. taxes on most future foreign profits, ending the present worldwide system of taxing profits of all U.S.-based corporations, no matter where they are earned. This would align the U.S. tax code with most other industrialized nations, undercut many offshore tax-dodging strategies and deliver to multinationals a goal they have pursued for years.  REPATRIATION: Sets a one-time mandatory tax of 8 percent on illiquid assets and 15.5 percent on cash and cash equivalents for about $2.6 trillion in U.S. business profits now held overseas. This foreign cash pile was created by a rule making foreign profits tax-deferred if they are not brought into the United States, or repatriated. That rule would be rendered obsolete by the territorial system. ANTI-BASE EROSION MEASURES: Prevents companies from shifting profits out of the United States to lower-tax jurisdictions abroad. Sets an alternative minimum tax on payments between U.S. corporations and foreign affiliates, and limits on shifting corporate income through transfers of intangible property, including patents. In combination, these measures with the repatriation and territorial system provisions, represent a dramatic overhaul of the U.S. tax system for multinationals. CAPITAL EXPENSING: Allows businesses to immediately write off, or expense, the full value of investments in new plant and equipment for five years, then gradually eliminates this 100 percent expensing over five years beginning in year six. Also makes changes to permit for more expensing by small businesses. INTEREST DEDUCTION LIMIT: Caps business deductions for debt interest payments at 30 percent of taxable income, regardless of deductions for depreciation, amortization or depletion.  CLEAN ENERGY: Preserves tax credits for producing electricity from wind, biomass, geothermal, solar, municipal waste and hydropower. CARRIED INTEREST: Leaves in place “carried interest” loophole for private equity fund managers and some hedge fund managers, despite pledges by Republicans including President Donald Trump to close it. These financiers can now claim a lower capital gains tax rate on much of their income from investments held more than a year. A new rule would extend that holding period to three years, putting the loophole out of reach for some fund managers but preserving its availability for many. BRACKETS: Maintains current seven tax brackets, but temporarily changes most income levels and rates for each one. For married couples filing jointly, effective Jan. 1, 2018 and ending in 2026, income tax would be: 10 percent up to $19,050, versus 10 percent up to $18,650 under existing law; 12 percent on $19,051 to $77,400, versus 15 percent on$18,651 to $75,900; 22 percent on $77,401 to $165,000, versus 25 percent on $75,901 to $153,100; 24 percent on $165,001 to $315,000, versus 28 percent on $153,101 to $233,350; 32 percent on $315,001 to $400,000, versus 33 percent on $233,351 to $416,700; 35 percent on $400,001 to $600,000, versus 35 percent on $416,701 to $470,700 37 percent above $600,000, versus 39.6 percent above$470,700. For single individuals, effective Jan. 1, 2018 and ending in 2026, income tax would be: 10 percent up to $9,525, versus 10 percent up to $9,325 under existing law; 12 percent from $9,526 to $38,700, versus 15 percent on $9,326 to $37,950; 22 percent on $38,701 to $82,500, versus 25 percent on $37,951 to $91,900; 24 percent on $82,501 to $157,500, versus 28 percent on $91,901 to $191,650; 32 percent on $157,501 to $200,000, versus 33 percent on $191,651 to $416,700; 35 percent on $200,001 to $500,000, versus 35 percent on $416,701 to $418,400; 37 percent above $500,000, versus 39.6 percent above $418,400. These brackets would expire after 2025. STANDARD DEDUCTION: In a change expected to end itemizing of deductions for millions of Americans, the bill for eight years beginning on Jan. 1, 2018, would increase the standard deduction - a fixed amount that can be subtracted from adjusted gross income to lower taxable income - to $12,000 from $6,350 for individuals, and to $24,000 from $12,700 for married couples. CHILD TAX CREDIT: Doubles the child tax credit to $2,000 per dependent child under age 17, with a refundable portion of $1,400. The refundable portion allows families to lower their tax bills to zero and receive a refund for the remaining value. PERSONAL EXEMPTION: Temporarily eliminates the $4,050 individual personal exemption. Under present law, taxpayers who earn below certain income caps can subtract this fixed dollar amount from their adjusted gross incomes to lower their taxable incomes. Generally, one exemption has been allowed per individual, spouse and child or other dependent. This would take effect Jan. 1, 2018, but then the personal exemption would return in 2026.  INDIVIDUAL ALTERNATIVE MINIMUM TAX: Leaves the AMT in place but temporarily changes it by raising its exemptions and phase-outs. That will mean fewer people will have to pay the tax, while those who still do will take a smaller hit from it. INHERITANCES: Raises the exemption for estate and gift taxes to $10 million from $5 million per person and indexes the new exemption level for inflation after 2011. That means even fewer Americans would pay the estate tax, but it would stay on the books. MORTGAGES: For residences bought from Jan. 1, 2018, through Dec. 31, 2025, the bill caps the deduction for mortgage interest at $750,000 in home loan value. After Dec. 31, 2025, the cap would revert to $1 million in loan value. Suspends the deduction for interest on home equity loans from Jan. 1, 2018 until 2026. MEDICAL EXPENSES: Temporarily expands the deductibility of out-of-pocket medical expenses through 2019. OBAMACARE MANDATE: Repeals federal fine imposed on Americans under Obamacare for not obtaining health insurance coverage, a change expected to undermine the 2010 healthcare law. ANWR DRILLING: Allows oil drilling in Alaska’s Arctic National Wildlife Refuge. ",politicsNews,"December 19, 2017 "
Trump: Market has not fully digested tax cut changes,"WASHINGTON (Reuters) - U.S. President Donald Trump said he believed the financial markets have not fully absorbed the tax cut changes in legislation expected to be passed by Congress on Wednesday. “They’re thinking that the market hasn’t fully digested what they’ve got here,” he said, referring to his economic advisers. “I don’t think the market has even begun to realize how good these are, like for instance, full expensing.” ",politicsNews,"December 20, 2017 "
White House aide sees temporary funding fix for children's health program,"WASHINGTON (Reuters) - A short-term fix to fund the Children’s Health Insurance Program into January will likely be part of a stop-gap government funding bill Congress is expected to approve this week, White House legislative affairs director Marc Short said on Wednesday. In an interview with MSNBC, Short also said a measure to protect immigrant youths known as “Dreamers” would probably not be considered until January. ",politicsNews,"December 20, 2017 "
"Tax bill's 'pass-through' rule will aid wealthy, not workers: critics","WASHINGTON (Reuters) - Wealthy business owners, such as President Donald Trump, stand to gain from a provision in the Republican tax bill that creates a valuable deduction for owners of pass-through businesses, Democrats and some tax experts say. The provision creates a 20-percent business income deduction, with some limits, for sole proprietors and owners in partnerships and other non-corporate enterprises. It was initially sold by Republicans as a way to help small businesses and create jobs. But the final formula for determining what types of businesses can benefit has widened to take in companies with few, if any, workers, critics said. “The president will try to tell the American people that his great political victory is a win for working people, but they see all the benefits going to his type of businesses: real estate pass-throughs,” Democratic Senator Jack Reed said on the Senate floor. Trump, a real estate developer, wants to sign the Republican tax bill into law this week, which would give Republicans their first major legislative victory of 2017. The House of Representatives and Senate were hurrying toward passage of the bill on Tuesday, with a final House vote set for Wednesday. On House Speaker Paul Ryan’s website, he said pass-through businesses employed about half of U.S. private-sector workers. High tax rates, he said, “discourage investment and job creation, discourage business activity, and put American businesses at a competitive disadvantage.” Pass-through businesses’ profits “pass through” their books directly to owners, unlike corporations, which parcel out profits through dividends to stockholders. Under existing law, pass-through owners pay the individual income tax rate on those profits, not the corporate rate. Under the Republican bill, the corporate rate would be slashed to 21 percent, while the top individual income tax rate, which some pass-through business owners pay, would be 37 percent. To address the disparity, Republicans included tax relief for pass-through owners in their bill, allowing them to deduct 20 percent of their pass-through business income. Republicans put in anti-abuse measures to ensure owners of bona fide business operations claim the 20 percent deduction and prevent high earners from seeking to recategorize their income as pass-through income to take advantage of the deduction. Republicans also capped the income eligible for the full 20-percent deduction at $315,000 for married couples and $157,500 for individuals. But they included a “capital element” in the formula for determining eligibility beyond those thresholds, presenting a lucrative tax break for some, including wealthy owners of commercial property, said tax experts. “This seems ideally suited for commercial property businesses, where there aren’t a lot of workers, but there is a lot of valuable property around,” said Steven Rosenthal, senior fellow at the nonpartisan Tax Policy Center, a think tank. Income above the pass-through caps can be eligible for the 20-percent deduction based on a formula: 50 percent of employee wages paid; or 25 percent of wages plus 2.5 percent of the value of qualified property at purchase, whichever is greater. “The idea is to use the sum of the ‘2.5 percent rule’ plus 25 percent of wages ... to get the full 20-percent deduction” on more income, said New York University School of Law Professor Daniel Shaviro, a tax law specialist, in an email. An assessment of the Republican bill by 13 tax experts, mostly academics, said the formula would “expand the ability of highly paid owners in certain industries – and particularly those heavy in property but light in employees, like real estate – to qualify for the pass-through deduction.” ",politicsNews,"December 20, 2017 "
